deviceid,signalsid,signalname,alarmlevel,signalnumber,nmalarmid
100100000000078,078201,电压设定,2,000,
100100000000078,078202,输出限流,2,000,
100100000000078,078203,切入电压,2,000,
100100000000078,078301,相电压Ua,4,000,
100100000000078,078302,相电压Ub,3,000,
100100000000078,078303,相电压Uc,4,000,
100100000000078,078304,相电流Ia,3,000,
100100000000078,078305,相电流Ib,4,000,
100100000000078,078306,相电流Ic,3,000,
100100000000078,078307,有功功率Pa,3,000,
100100000000078,078308,有功功率Pb,3,000,
100100000000078,078309,有功功率Pc,3,000,
100100000000078,078310,无功功率Qa,3,000,
100100000000078,078311,无功功率Qb,4,000,
100100000000078,078312,无功功率Qc,4,000,
100100000000078,078313,功率因数,4,000,
100100000000078,078314,频率,2,000,
100100000000078,078315,正向有功电能,3,000,
100100000000078,078316,正向无功电能,2,000,
100100000000078,078317,太阳能XX板电压,2,000,
100100000000078,078318,太阳能XX板电流,3,000,
100100000000078,078319,风力发电机XX号A相电压Ua,3,000,
100100000000078,078320,风力发电机XX号B相电压Ub,3,000,
100100000000078,078321,风力发电机XX号C相电压Uc,3,000,
100100000000078,078322,风力发电机XX相电流Ia,2,000,
100100000000078,078323,风力发电机XX相电流Ib,3,000,
100100000000078,078324,风力发电机XX相电流Ic,2,000,
100100000000078,078325,充电安时数,2,000,
100100000000078,078326,充电电流,3,000,
100100000000078,078327,放电安时数,2,000,
100100000000078,078328,放电电流,2,000,
100100000000078,078329,电池温度,3,000,
100100000000078,078330,蓄电池电压,3,000,
100100000000078,078331,总发电量,3,000,
100100000000078,078332,机内温度,3,000,
100100000000078,078333,当日发电量,3,000,
100100000000078,087334,蓄电池容量,3,000,
100100000000078,078335,太阳能控制器输出电压,4,000,
100100000000078,087336,负载总电流,4,000,
100100000000078,078001,输出电压低告警,2,000,601-078-1-078001
100100000000078,078002,输出电压高告警,3,000,601-078-1-078002
100100000000078,078003,电源输出模块故障告警,2,000,601-078-1-078003
100100000000078,078004,光伏/风机控制器故障告警,3,000,601-078-1-078004
100100000000078,078005,电池低压脱离告警,1,000,601-078-1-078005
100100000000078,078006,控制器机柜高温告警,3,000,601-078-1-078006
100100000000078,078007,电池高温告警,3,000,601-078-1-078007
100100000000078,078008,电池低温告警,4,000,601-078-1-078008
100100000000078,078009,模块XX关机告警,3,000,601-078-1-078009
100100000000078,078010,输出频率超限告警,3,000,601-078-1-078010
100100000000087,087101,模块XX开机,4,000,
100100000000087,087102,模块XX关机,2,000,
100100000000087,087103,遥控均浮充,2,000,
100100000000087,087104,电池组放电测试启动,3,000,
100100000000087,087105,电池组放电测试结束,3,000,
100100000000087,087201,均充电压,3,000,
100100000000087,087202,浮充电压,2,000,
100100000000087,087203,电池组测试结束电压,4,000,
100100000000087,087204,电池组测试结束时间,2,000,
100100000000087,087205,充电限流,3,000,
100100000000087,087301,系统输入相电压Ua,3,000,
100100000000087,087302,系统输入相电压Ub,4,000,
100100000000087,087303,系统输入相电压Uc,4,000,
100100000000087,087304,系统输入相电流Ia,2,000,
100100000000087,087305,系统输入相电流Ib,2,000,
100100000000087,087306,系统输入相电流Ic,4,000,
100100000000087,087307,频率,4,000,
100100000000087,087308,直流输出电压,2,000,
100100000000087,087309,负载总电流,2,000,
100100000000087,087310,分路XX电流,2,000,
100100000000087,087311,电池组XX电流,2,000,
100100000000087,087312,模块XX电流,2,000,
100100000000087,087313,模块XX温度,1,000,
100100000000087,087314,电池组XX充放电电流,1,000,
100100000000087,087315,模块XX输入线电压Uab,1,000,
100100000000087,087316,模块XX输入线电压Ubc,2,000,
100100000000087,087317,模块XX输入线电压Uca,1,000,
100100000000087,087318,母排绝缘电阻值,2,000,
100100000000087,087001,交流输入故障告警,3,000,601-087-1-087001
100100000000087,087002,浪涌保护器故障告警,4,000,601-087-1-087002
100100000000087,087003,交流输入电压超限告警,3,000,601-087-1-087003
100100000000087,087010,直流欠压告警,1,000,601-087-1-087010
100100000000087,087011,直流过压告警,2,000,601-087-1-087011
100100000000087,087012,负载熔丝故障告警,1,000,601-087-1-087012
100100000000087,087015,浮充电压低告警,3,000,601-087-1-087015
100100000000087,087016,浮充电压高告警,3,000,601-087-1-087016
100100000000087,087017,系统过载告警,3,000,601-087-1-087017
100100000000087,087020,输出中断告警,1,000,601-087-1-087020
100100000000087,087021,输出电压低告警,1,000,601-087-1-087021
100100000000087,087022,输出电压高告警,2,000,601-087-1-087022
100100000000087,087030,监控模块通信中断告警,3,000,601-087-1-087030
100100000000087,087031,模块故障告警,3,000,601-087-1-087031
100100000000087,087032,整流模块过压关机告警,3,000,601-087-1-087032
100100000000087,087033,整流模块通信告警,3,000,601-087-1-087033
100100000000087,087040,电池熔丝故障告警,1,000,601-087-1-087040
100100000000087,087041,电池温度低告警,4,000,601-087-1-087041
100100000000087,087042,电池温度高告警,3,000,601-087-1-087042
100100000000088,088319,分路绝缘电阻值,2,000,
100100000000088,088401,模块XX开关状态,4,000,
100100000000088,088402,电源工作状态,4,000,
100100000000088,088301,直流电压,3,000,
100100000000088,088302,负载总电流XX,2,000,
100100000000088,088303,分路XX输出电流,3,000,
100100000000088,088304,主路总电度,2,000,
100100000000088,088305,备路总电度,2,000,
100100000000088,088306,主路总功率,2,000,
100100000000088,088307,备路总功率,4,000,
100100000000088,088308,分路XX电度,1,000,
100100000000088,088309,分路XX功率,3,000,
100100000000088,088310,分路XX漏电流,2,000,
100100000000088,088001,欠压告警,1,000,601-088-1-088001
100100000000088,088002,熔丝告警,1,000,601-088-1-088002
100100000000088,088003,分路XX中断告警,1,000,601-088-1-088003
100100000000088,088004,过压告警,2,000,601-088-1-088004
100100000000092,092301,相电压Ua,3,000,
100100000000092,092302,相电压Ub,2,000,
100100000000092,092303,相电压Uc,3,000,
100100000000092,092304,相电流Ia,3,000,
100100000000092,092305,相电流Ib,2,000,
100100000000092,092306,相电流Ic,3,000,
100100000000092,092307,零序电流Io,3,000,
100100000000092,092308,有功功率Pa,3,000,
100100000000092,092309,有功功率Pb,2,000,
100100000000092,092310,有功功率Pc,2,000,
100100000000092,092311,无功功率Qa,2,000,
100100000000092,092312,无功功率Qb,2,000,
100100000000092,092313,无功功率Qc,2,000,
100100000000092,092314,功率因数,2,000,
100100000000092,092315,频率,2,000,
100100000000092,092316,正向有功电能,2,000,
100100000000092,092317,正向无功电能,4,000,
100100000000092,092318,线电压Uab,3,000,
100100000000092,092319,线电压Ubc,4,000,
100100000000092,092320,线电压Uca,3,000,
100100000000092,092321,直流电压,4,000,
100100000000092,092322,直流电流,3,000,
100100000000092,092323,直流功率,3,000,
100100000000092,092324,总电度,3,000,
100100000000092,092325,日电度,3,000,
100100000000092,092326,月电度,3,000,
100100000000092,092327,电压畸变率,4,000,
100100000000092,092328,总电流畸变率,4,000,
100100000000092,092329,总电流,4,000,
100100000000092,092330,总有功功率,2,000,
100100000000092,092331,第XX路A相电流Ia,3,000,
100100000000092,092332,第XX路B相电流Ib,2,000,
100100000000092,092333,第XX路C相电流Ic,2,000,
100100000000092,092334,第XX路正向有功电能,3,000,
100100000000092,092401,电表状态位,4,000,
100100000000092,092001,市电停电,2,000,601-092-1-092001
100100000000092,092002,市电缺相,2,000,601-092-1-092002
100100000000092,092003,设备状态告警,3,000,601-092-1-092003
100100000000092,092004,交流电压过高告警,3,000,601-092-1-092004
100100000000092,092005,交流电压过低告警,3,000,601-092-1-092005
100100000000092,092006,第1路电压过低告警,3,000,601-092-1-092006
100100000000092,092007,第2路有电压告警,3,000,601-092-1-092007
100100000000092,092008,直流输入中断,1,000,601-092-1-092008
100100000000092,092009,直流电压过高告警,2,000,601-092-1-092009
100100000000092,092010,直流电压过低告警,1,000,601-092-1-092010
100100000000092,092011,相电压Ux过低告警,3,000,601-092-1-092011
100100000000092,092012,相电压Ux过高告警,3,000,601-092-1-092012
100100000000093,093101,远程开门,3,000,
100100000000093,093102,门禁复位,3,000,
100100000000093,093103,增加门禁卡,3,000,
100100000000093,093104,删除门禁卡,3,000,
100100000000093,093105,删除所有门禁卡,3,000,
100100000000093,093106,修改门禁卡设置,4,000,
100100000000093,093107,设置准进时间段,4,000,
100100000000093,093201,设置开门超时时间,4,000,
100100000000093,093301,门禁校时设置,2,000,
100100000000093,093302,刷卡卡号,2,000,
100100000000093,093303,刷卡时间,3,000,
100100000000093,093304,门禁时间,3,000,
100100000000093,093305,开门超时时间设定值,3,000,
100100000000093,093401,门磁开关状态,4,000,
100100000000093,093402,门锁开关状态,4,000,
100100000000093,093001,非法开门告警,2,000,601-093-1-093001
100100000000093,093002,非法离开告警,2,000,601-093-1-093002
100100000000093,093003,离开未关门告警,2,000,601-093-1-093003
100100000000093,093004,未正常进入告警,2,000,601-093-1-093004
100100000000093,093010,门禁状态告警,2,000,601-093-1-093010
100100000000093,093011,锁舌未到位告警,2,000,601-093-1-093011
100100000000093,093023,蜂鸣器触发告警,4,000,601-093-1-093023
100100000000093,093024,门锁继电器关闭告警,3,000,601-093-1-093024
100100000000093,093025,控制器电池容量偏低告警,3,000,601-093-1-093025
100100000000093,093026,卡非法告警,3,000,601-093-1-093026
100100000000017,017301,温度XX,3,000,
100100000000017,017302,湿度XX,3,000,
100100000000017,017303,水位XX,2,000,
100100000000017,017304,油位XX,3,000,
100100000000017,017305,水浸状态,2,000,
100100000000017,017306,烟感状态,2,000,
100100000000017,017307,门碰开关状态,3,000,
100100000000017,017308,红外状态,2,000,
100100000000017,017309,震动状态,2,000,
100100000000017,017310,防盗状态,3,000,
100100000000017,017001,水浸告警,2,000,601-017-1-017001
100100000000017,017002,烟雾告警,1,000,601-017-1-017002
100100000000017,017003,火情告警,1,000,601-017-1-017003
100100000000017,017004,红外告警,3,000,601-017-1-017004
100100000000017,017010,温度过高告警,1,000,601-017-1-017010
100100000000017,017011,温度高告警,2,000,601-017-1-017011
100100000000017,017012,温度过低告警,3,000,601-017-1-017012
100100000000017,017013,湿度过高告警,3,000,601-017-1-017013
100100000000017,017014,湿度过低告警,3,000,601-017-1-017014
100100000000017,017020,门碰告警,3,000,601-017-1-017020
100100000000017,017021,玻破告警,3,000,601-017-1-017021
100100000000017,017022,震动告警,2,000,601-017-1-017022
100100000000017,017023,被盗告警,2,000,601-017-1-017023
100100000000017,017031,摄像机通信状态告警,3,000,601-017-1-017031
